fight_id,fighter_name,height_disp,age_disp,knockdowns_disp,sig_strikes_landed_disp,total_strikes_attempted_disp,takedowns_landed_disp,takedowns_attempted_disp,sub_attemps_disp,control_time_disp,body_strikes_landed_disp,leg_strikes_landed_disp,outcome
1,Francis Marshall,0.0,-1.3999999999999986,1.0,-7.0,22.0,1.0,3.0,0.0,4.95,-6.0,-4.0,1.0
1,Dennis Buzukja,-0.0,1.3999999999999986,-1.0,7.0,-22.0,-1.0,-3.0,0.0,-4.95,6.0,4.0,0.0
2,Zachary Reese,4.0,-2.8999999999999986,0.0,38.0,52.0,0.0,1.0,1.0,0.9299999999999999,15.0,3.0,1.0
2,Jose Daniel Medina,-4.0,2.8999999999999986,0.0,-38.0,-52.0,0.0,-1.0,-1.0,-0.9299999999999999,-15.0,-3.0,0.0
3,Viacheslav Borshchev,-1.0,7.5,0.0,12.0,7.0,0.0,0.0,0.0,0.0,8.0,-3.0,1.0
3,James Llontop,1.0,-7.5,0.0,-12.0,-7.0,0.0,0.0,0.0,0.0,-8.0,3.0,0.0
4,Dan Hooker,2.0,0.7999999999999972,0.0,0.0,0.0,-4.0,-8.0,0.0,-3.13,11.0,-2.0,1.0
4,Mateusz Gamrot,-2.0,-0.7999999999999972,0.0,0.0,0.0,4.0,8.0,0.0,3.13,-11.0,2.0,0.0
5,Jairzinho Rozenstruik,0.0,5.0,0.0,33.0,42.0,0.0,0.0,0.0,-0.02,5.0,5.0,1.0
5,Tai Tuivasa,-0.0,-5.0,0.0,-33.0,-42.0,0.0,0.0,0.0,0.02,-5.0,-5.0,0.0
6,Ricardo Ramos,-1.0,-1.1999999999999993,-1.0,-32.0,-24.0,0.0,0.0,1.0,1.1800000000000004,-1.0,-15.0,1.0
6,Josh Culibao,1.0,1.1999999999999993,1.0,32.0,24.0,0.0,0.0,-1.0,-1.1800000000000004,1.0,15.0,0.0
7,Jack Jenkins,-2.0,-5.699999999999999,1.0,38.0,32.0,-2.0,-8.0,0.0,0.40000000000000013,8.0,8.0,1.0
7,Herbert Burns,2.0,5.699999999999999,-1.0,-38.0,-32.0,2.0,8.0,0.0,-0.40000000000000013,-8.0,-8.0,0.0
8,Tom Nolan,4.0,-13.5,0.0,5.0,32.0,-2.0,-4.0,0.0,-2.41,6.0,-8.0,1.0
8,Alex Reyes,-4.0,13.5,0.0,-5.0,-32.0,2.0,4.0,0.0,2.41,-6.0,8.0,0.0
9,Song Kenan,0.0,-0.8999999999999986,0.0,33.0,52.0,-2.0,-8.0,0.0,-2.65,2.0,-6.0,1.0
9,Ricky Glenn,-0.0,0.8999999999999986,0.0,-33.0,-52.0,2.0,8.0,0.0,2.65,-2.0,6.0,0.0
10,Chepe Mariscal,-4.0,-4.199999999999999,0.0,28.0,127.0,4.0,1.0,0.0,2.6799999999999997,-11.0,0.0,1.0
10,Damon Jackson,4.0,4.199999999999999,0.0,-28.0,-127.0,-4.0,-1.0,0.0,-2.6799999999999997,11.0,0.0,0.0
11,Danny Barlow,1.0,-5.600000000000001,0.0,7.0,13.0,0.0,0.0,0.0,0.88,-7.0,7.0,1.0
11,Nikolay Veretennikov,-1.0,5.600000000000001,0.0,-7.0,-13.0,0.0,0.0,0.0,-0.88,7.0,-7.0,0.0
12,Chris Gutierrez,3.0,0.5,0.0,19.0,-13.0,-2.0,-8.0,0.0,-3.9299999999999997,-3.0,18.0,1.0
12,Quang Le,-3.0,-0.5,0.0,-19.0,13.0,2.0,8.0,0.0,3.9299999999999997,3.0,-18.0,0.0
13,Jhonata Diniz,1.0,-1.5,0.0,33.0,28.0,0.0,-2.0,0.0,-0.05,1.0,20.0,1.0
13,Karl Williams,-1.0,1.5,0.0,-33.0,-28.0,0.0,2.0,0.0,0.05,-1.0,-20.0,0.0
14,Shara Magomedov,2.0,0.8000000000000007,0.0,16.0,31.0,-1.0,-4.0,0.0,-0.86,10.0,1.0,1.0
14,Michal Oleksiejczuk,-2.0,-0.8000000000000007,0.0,-16.0,-31.0,1.0,4.0,0.0,0.86,-10.0,-1.0,0.0
15,Deiveson Figueiredo,-3.0,4.900000000000002,0.0,-2.0,-24.0,2.0,9.0,0.0,2.25,1.0,-7.0,1.0
15,Marlon Vera,3.0,-4.900000000000002,0.0,2.0,24.0,-2.0,-9.0,0.0,-2.25,-1.0,7.0,0.0
16,Joel Alvarez,5.0,4.599999999999998,0.0,23.0,28.0,0.0,-4.0,1.0,0.44,14.0,-13.0,1.0
16,Elves Brener,-5.0,-4.599999999999998,0.0,-23.0,-28.0,0.0,4.0,-1.0,-0.44,-14.0,13.0,0.0
17,Shamil Gaziev,-2.0,2.0,0.0,7.0,12.0,1.0,0.0,0.0,8.0,5.0,-2.0,1.0
17,Don'Tale Mayes,2.0,-2.0,0.0,-7.0,-12.0,-1.0,0.0,0.0,-8.0,-5.0,2.0,0.0
18,Guram Kutateladze,1.0,4.200000000000003,-1.0,-10.0,-44.0,1.0,2.0,0.0,-1.92,2.0,3.0,1.0
18,Jordan Vucenic,-1.0,-4.200000000000003,1.0,10.0,44.0,-1.0,-2.0,0.0,1.92,-2.0,-3.0,0.0
19,Jai Herbert,2.0,8.600000000000001,1.0,-6.0,-43.0,0.0,-1.0,0.0,-0.33,9.0,-22.0,1.0
19,Rolando Bedoya,-2.0,-8.600000000000001,-1.0,6.0,43.0,0.0,1.0,0.0,0.33,-9.0,22.0,0.0
20,Sedriques Dumas,1.0,-7.200000000000003,0.0,19.0,-91.0,2.0,5.0,0.0,5.53,-3.0,10.0,1.0
20,Denis Tiuliulin,-1.0,7.200000000000003,0.0,-19.0,91.0,-2.0,-5.0,0.0,-5.53,3.0,-10.0,0.0
21,Gregory Rodrigues,1.0,3.3999999999999986,0.0,16.0,43.0,2.0,8.0,0.0,3.25,3.0,-6.0,1.0
21,Christian Leroy Duncan,-1.0,-3.3999999999999986,0.0,-16.0,-43.0,-2.0,-8.0,0.0,-3.25,-3.0,6.0,0.0
22,Arnold Allen,-4.0,-5.399999999999999,0.0,2.0,-9.0,0.0,1.0,0.0,0.0,2.0,-2.0,1.0
22,Giga Chikadze,4.0,5.399999999999999,0.0,-2.0,9.0,0.0,-1.0,0.0,0.0,-2.0,2.0,0.0
23,Nathaniel Wood,-1.0,-7.800000000000001,1.0,32.0,12.0,0.0,-5.0,0.0,1.67,9.0,8.0,1.0
23,Daniel Pineda,1.0,7.800000000000001,-1.0,-32.0,-12.0,0.0,5.0,0.0,-1.67,-9.0,-8.0,0.0
24,Jake Hadley,1.0,-0.1999999999999993,0.0,10.0,-4.0,-1.0,-4.0,0.0,-1.21,-2.0,16.0,1.0
24,Caolan Loughran,-1.0,0.1999999999999993,0.0,-10.0,4.0,1.0,4.0,0.0,1.21,2.0,-16.0,0.0
25,Muhammad Mokaev,2.0,-6.699999999999999,0.0,3.0,25.0,1.0,4.0,0.0,0.13,7.0,5.0,1.0
25,Manel Kape,-2.0,6.699999999999999,0.0,-3.0,-25.0,-1.0,-4.0,0.0,-0.13,-7.0,-5.0,0.0
26,Oban Elliott,1.0,-2.3999999999999986,0.0,-6.0,8.0,1.0,-4.0,0.0,3.16,0.0,-11.0,1.0
26,Preston Parsons,-1.0,2.3999999999999986,0.0,6.0,-8.0,-1.0,4.0,0.0,-3.16,0.0,11.0,0.0
27,Modestas Bukauskas,0.0,-5.5,0.0,-24.0,-94.0,1.0,1.0,0.0,2.58,-23.0,-17.0,1.0
27,Marcin Prachnio,-0.0,5.5,0.0,24.0,94.0,-1.0,-1.0,0.0,-2.58,23.0,17.0,0.0
28,Kurt Holobaugh,-1.0,4.600000000000001,0.0,7.0,65.0,0.0,3.0,-2.0,2.59,-6.0,7.0,1.0
28,Kaynan Kruschewsky,1.0,-4.600000000000001,0.0,-7.0,-65.0,0.0,-3.0,2.0,-2.59,6.0,-7.0,0.0
29,Trey Ogden,0.0,0.9000000000000057,0.0,-1.0,44.0,3.0,4.0,2.0,6.61,4.0,2.0,1.0
29,Loik Radzhabov,-0.0,-0.9000000000000057,0.0,1.0,-44.0,-3.0,-4.0,-2.0,-6.61,-4.0,-2.0,0.0
30,Thomas Petersen,-1.0,-5.9999999999999964,0.0,8.0,-15.0,1.0,2.0,0.0,0.65,-2.0,4.0,1.0
30,Mohammed Usman,1.0,5.9999999999999964,0.0,-8.0,15.0,-1.0,-2.0,0.0,-0.65,2.0,-4.0,0.0
31,Muslim Salikhov,-1.0,2.3000000000000043,0.0,1.0,-1.0,-1.0,4.0,0.0,-0.47,8.0,1.0,1.0
31,Santiago Ponzinibbio,1.0,-2.3000000000000043,0.0,-1.0,1.0,1.0,-4.0,0.0,0.47,-8.0,-1.0,0.0
32,Jean Silva,-1.0,-8.200000000000003,0.0,-3.0,-32.0,0.0,-2.0,0.0,-0.22,-5.0,-7.0,1.0
32,Drew Dober,1.0,8.200000000000003,0.0,3.0,32.0,0.0,2.0,0.0,0.22,5.0,7.0,0.0
33,Gabriel Bonfim,3.0,-4.400000000000002,0.0,22.0,24.0,-3.0,-9.0,0.0,-2.16,21.0,-2.0,1.0
33,Ange Loosa,-3.0,4.400000000000002,0.0,-22.0,-24.0,3.0,9.0,0.0,2.16,-21.0,2.0,0.0
34,Charles Johnson,4.0,10.7,0.0,14.0,48.0,-1.0,1.0,0.0,0.28,7.0,13.0,1.0
34,Joshua Van,-4.0,-10.7,0.0,-14.0,-48.0,1.0,-1.0,0.0,-0.28,-7.0,-13.0,0.0
35,Andre Petroski,-4.0,2.6000000000000014,0.0,2.0,-10.0,2.0,3.0,1.0,8.83,0.0,0.0,1.0
35,Josh Fremd,4.0,-2.6000000000000014,0.0,-2.0,10.0,-2.0,-3.0,-1.0,-8.83,0.0,0.0,0.0
36,Roman Dolidze,-2.0,0.10000000000000142,0.0,41.0,80.0,1.0,2.0,0.0,3.55,5.0,2.0,1.0
36,Anthony Smith,2.0,-0.10000000000000142,0.0,-41.0,-80.0,-1.0,-2.0,0.0,-3.55,-5.0,-2.0,0.0
37,Ian Machado Garry,0.0,-10.600000000000001,0.0,-5.0,10.0,1.0,2.0,2.0,5.3,-1.0,1.0,1.0
37,Michael Page,-0.0,10.600000000000001,0.0,5.0,-10.0,-1.0,-2.0,-2.0,-5.3,1.0,-1.0,0.0
38,Andre Fili,3.0,-6.700000000000003,0.0,4.0,8.0,1.0,3.0,0.0,2.0100000000000002,5.0,-7.0,1.0
38,Cub Swanson,-3.0,6.700000000000003,0.0,-4.0,-8.0,-1.0,-3.0,0.0,-2.0100000000000002,-5.0,7.0,0.0
39,Martin Buday,1.0,-12.799999999999997,0.0,-11.0,43.0,0.0,-1.0,0.0,-0.4800000000000002,0.0,-2.0,1.0
39,Andrei Arlovski,-1.0,12.799999999999997,0.0,11.0,-43.0,0.0,1.0,0.0,0.4800000000000002,0.0,2.0,0.0
40,Rei Tsuruya,-2.0,-8.7,0.0,5.0,30.0,2.0,4.0,0.0,5.87,1.0,-4.0,1.0
40,Carlos Hernandez,2.0,8.7,0.0,-5.0,-30.0,-2.0,-4.0,0.0,-5.87,-1.0,4.0,0.0
41,Vinicius Oliveira,3.0,-3.1999999999999993,0.0,25.0,84.0,-2.0,-8.0,0.0,-0.37,0.0,18.0,1.0
41,Ricky Simon,-3.0,3.1999999999999993,0.0,-25.0,-84.0,2.0,8.0,0.0,0.37,0.0,-18.0,0.0
42,Alexander Volkov,4.0,3.6000000000000014,0.0,27.0,23.0,0.0,0.0,0.0,0.0,6.0,27.0,1.0
42,Sergei Pavlovich,-4.0,-3.6000000000000014,0.0,-27.0,-23.0,0.0,0.0,0.0,0.0,-6.0,-27.0,0.0
43,Kelvin Gastelum,-4.0,-4.799999999999997,0.0,-18.0,-23.0,2.0,2.0,0.0,0.5,-18.0,9.0,1.0
43,Daniel Rodriguez,4.0,4.799999999999997,0.0,18.0,23.0,-2.0,-2.0,0.0,-0.5,18.0,-9.0,0.0
44,Shara Magomedov,-3.0,-3.3999999999999986,0.0,33.0,24.0,0.0,-7.0,0.0,-4.42,9.0,20.0,1.0
44,Antonio Trocoli,3.0,3.3999999999999986,0.0,-33.0,-24.0,0.0,7.0,0.0,4.42,-9.0,-20.0,0.0
45,Nasrat Haqparast,1.0,-6.9999999999999964,0.0,1.0,-26.0,0.0,-8.0,0.0,-2.74,10.0,-3.0,1.0
45,Jared Gordon,-1.0,6.9999999999999964,0.0,-1.0,26.0,0.0,8.0,0.0,2.74,-10.0,3.0,0.0
46,Felipe Lima,-3.0,-3.799999999999997,0.0,10.0,-21.0,-1.0,-3.0,0.0,-1.88,9.0,4.0,1.0
46,Muhammad Naimov,3.0,3.799999999999997,0.0,-10.0,21.0,1.0,3.0,0.0,1.88,-9.0,-4.0,0.0
47,Rinat Fakhretdinov,1.0,-6.899999999999999,0.0,3.0,-1.0,3.0,2.0,0.0,-0.25,-10.0,-2.0,1.0
47,Nicolas Dalby,-1.0,6.899999999999999,0.0,-3.0,1.0,-3.0,-2.0,0.0,0.25,10.0,2.0,0.0
48,Muin Gafurov,-2.0,-8.699999999999996,0.0,25.0,7.0,0.0,-5.0,0.0,2.63,6.0,8.0,1.0
48,Kyung Ho Kang,2.0,8.699999999999996,0.0,-25.0,-7.0,0.0,5.0,0.0,-2.63,-6.0,-8.0,0.0
49,Magomed Gadzhiyasulov,-1.0,2.8000000000000007,0.0,3.0,53.0,-1.0,-3.0,-1.0,3.4699999999999998,0.0,0.0,1.0
49,Brendson Ribeiro,1.0,-2.8000000000000007,0.0,-3.0,-53.0,1.0,3.0,1.0,-3.4699999999999998,0.0,0.0,0.0
50,ChangHo Lee,0.0,3.900000000000002,0.0,12.0,20.0,-1.0,2.0,0.0,-4.130000000000001,16.0,-3.0,1.0
50,Xiao Long,-0.0,-3.900000000000002,0.0,-12.0,-20.0,1.0,-2.0,0.0,4.130000000000001,-16.0,3.0,0.0
51,Miles Johns,0.0,-8.8,0.0,10.0,-7.0,0.0,0.0,0.0,-0.12,-1.0,0.0,1.0
51,Douglas Silva de Andrade,-0.0,8.8,0.0,-10.0,7.0,0.0,0.0,0.0,0.12,1.0,0.0,0.0
52,Lucas Almeida,2.0,8.099999999999998,1.0,19.0,88.0,0.0,-3.0,0.0,-0.53,6.0,2.0,1.0
52,Timmy Cuamba,-2.0,-8.099999999999998,-1.0,-19.0,-88.0,0.0,3.0,0.0,0.53,-6.0,-2.0,0.0
53,Brady Hiestand,2.0,-2.599999999999998,-1.0,-29.0,-18.0,4.0,10.0,1.0,1.3599999999999997,-1.0,1.0,1.0
53,Garrett Armfield,-2.0,2.599999999999998,1.0,29.0,18.0,-4.0,-10.0,-1.0,-1.3599999999999997,1.0,-1.0,0.0
54,Asu Almabayev,-8.0,1.2999999999999972,0.0,7.0,13.0,4.0,7.0,1.0,7.34,1.0,2.0,1.0
54,Jose Johnson,8.0,-1.2999999999999972,0.0,-7.0,-13.0,-4.0,-7.0,-1.0,-7.34,-1.0,-2.0,0.0
55,Adam Fugitt,1.0,4.0,0.0,10.0,36.0,0.0,2.0,0.0,0.0,20.0,-6.0,1.0
55,Josh Quinlan,-1.0,-4.0,0.0,-10.0,-36.0,0.0,-2.0,0.0,0.0,-20.0,6.0,0.0
56,Nate Maness,3.0,-0.7999999999999972,0.0,44.0,94.0,-1.0,-5.0,0.0,0.30999999999999994,3.0,-2.0,1.0
56,Jimmy Flick,-3.0,0.7999999999999972,0.0,-44.0,-94.0,1.0,5.0,0.0,-0.30999999999999994,-3.0,2.0,0.0
57,Melquizael Costa,2.0,-2.3000000000000007,0.0,6.0,62.0,-2.0,-6.0,0.0,-4.29,1.0,2.0,1.0
57,Shayilan Nuerdanbieke,-2.0,2.3000000000000007,0.0,-6.0,-62.0,2.0,6.0,0.0,4.29,-1.0,-2.0,0.0
58,Punahele Soriano,-3.0,-0.3000000000000007,0.0,85.0,168.0,4.0,2.0,-3.0,5.4399999999999995,0.0,2.0,1.0
58,Miguel Baeza,3.0,0.3000000000000007,0.0,-85.0,-168.0,-4.0,-2.0,3.0,-5.4399999999999995,0.0,-2.0,0.0
59,Ludovit Klein,-2.0,0.10000000000000142,1.0,18.0,46.0,1.0,-3.0,-1.0,-0.25,14.0,-4.0,1.0
59,Thiago Moises,2.0,-0.10000000000000142,-1.0,-18.0,-46.0,-1.0,3.0,1.0,0.25,-14.0,4.0,0.0
60,Brad Katona,-4.0,0.5,0.0,14.0,99.0,3.0,3.0,0.0,9.34,-4.0,-3.0,1.0
60,Jesse Butler,4.0,-0.5,0.0,-14.0,-99.0,-3.0,-3.0,0.0,-9.34,4.0,3.0,0.0
61,Daniel Marcos,1.0,-1.1999999999999993,0.0,17.0,21.0,-1.0,-4.0,0.0,-1.2599999999999998,0.0,-15.0,1.0
61,John Castaneda,-1.0,1.1999999999999993,0.0,-17.0,-21.0,1.0,4.0,0.0,1.2599999999999998,0.0,15.0,0.0
62,Taylor Lapilus,0.0,-2.3999999999999986,0.0,21.0,33.0,0.0,-3.0,0.0,-1.05,0.0,6.0,1.0
62,Cody Stamann,-0.0,2.3999999999999986,0.0,-21.0,-33.0,0.0,3.0,0.0,1.05,0.0,-6.0,0.0
63,Niko Price,1.0,0.9000000000000057,0.0,-5.0,11.0,3.0,3.0,0.0,2.3099999999999996,7.0,-1.0,1.0
63,Alex Morono,-1.0,-0.9000000000000057,0.0,5.0,-11.0,-3.0,-3.0,0.0,-2.3099999999999996,-7.0,1.0,0.0
64,Randy Brown,4.0,-3.6000000000000014,0.0,30.0,38.0,-3.0,-6.0,1.0,-3.46,0.0,3.0,1.0
64,Elizeu Zaleski dos Santos,-4.0,3.6000000000000014,0.0,-30.0,-38.0,3.0,6.0,-1.0,3.46,0.0,-3.0,0.0
65,Roman Kopylov,-1.0,-3.1000000000000014,1.0,-16.0,-49.0,3.0,6.0,0.0,4.99,-14.0,-12.0,1.0
65,Cesar Almeida,1.0,3.1000000000000014,-1.0,16.0,49.0,-3.0,-6.0,0.0,-4.99,14.0,12.0,0.0
66,Grant Dawson,1.0,-0.5,0.0,18.0,87.0,2.0,1.0,-1.0,8.989999999999998,2.0,0.0,1.0
66,Joe Solecki,-1.0,0.5,0.0,-18.0,-87.0,-2.0,-1.0,1.0,-8.989999999999998,-2.0,0.0,0.0
67,Jake Matthews,-4.0,-4.099999999999998,0.0,32.0,64.0,0.0,0.0,0.0,0.17,16.0,6.0,1.0
67,Phil Rowe,4.0,4.099999999999998,0.0,-32.0,-64.0,0.0,0.0,0.0,-0.17,-16.0,-6.0,0.0
68,Bassil Hafez,-3.0,-0.10000000000000142,0.0,10.0,47.0,0.0,0.0,0.0,0.15,-6.0,5.0,1.0
68,Mickey Gall,3.0,0.10000000000000142,0.0,-10.0,-47.0,0.0,0.0,0.0,-0.15,6.0,-5.0,0.0
69,Andre Lima,2.0,-0.3000000000000007,0.0,15.0,14.0,-1.0,-1.0,0.0,-0.15,-3.0,20.0,1.0
69,Mitch Raposo,-2.0,0.3000000000000007,0.0,-15.0,-14.0,1.0,1.0,0.0,0.15,3.0,-20.0,0.0
70,Themba Gorimbo,3.0,1.7999999999999972,0.0,18.0,54.0,2.0,-2.0,0.0,4.91,14.0,2.0,1.0
70,Ramiz Brahimaj,-3.0,-1.7999999999999972,0.0,-18.0,-54.0,-2.0,2.0,0.0,-4.91,-14.0,-2.0,0.0
71,Abus Magomedov,3.0,0.30000000000000426,0.0,6.0,102.0,4.0,4.0,0.0,7.33,1.0,-3.0,1.0
71,Warlley Alves,-3.0,-0.30000000000000426,0.0,-6.0,-102.0,-4.0,-4.0,0.0,-7.33,-1.0,3.0,0.0
72,Alatengheili,0.0,3.799999999999997,0.0,-10.0,45.0,2.0,3.0,0.0,5.92,-3.0,-7.0,1.0
72,Kleydson Rodrigues,-0.0,-3.799999999999997,0.0,10.0,-45.0,-2.0,-3.0,0.0,-5.92,3.0,7.0,0.0
73,Joaquin Buckley,-7.0,-0.5,0.0,7.0,5.0,4.0,4.0,0.0,2.9699999999999998,-1.0,2.0,1.0
73,Nursulton Ruziboev,7.0,0.5,0.0,-7.0,-5.0,-4.0,-4.0,0.0,-2.9699999999999998,1.0,-2.0,0.0
74,Diego Ferreira,2.0,7.799999999999997,-1.0,15.0,44.0,-2.0,-3.0,0.0,-1.77,6.0,-4.0,1.0
74,Mateusz Rebecki,-2.0,-7.799999999999997,1.0,-15.0,-44.0,2.0,3.0,0.0,1.77,-6.0,4.0,0.0
75,Sean Woodson,4.0,-4.0,0.0,12.0,12.0,0.0,0.0,0.0,-0.07,-3.0,8.0,1.0
75,Alex Caceres,-4.0,4.0,0.0,-12.0,-12.0,0.0,0.0,0.0,0.07,3.0,-8.0,0.0
76,Waldo Cortes-Acosta,-3.0,-3.1000000000000014,0.0,16.0,83.0,2.0,3.0,1.0,6.94,-2.0,0.0,1.0
76,Robelis Despaigne,3.0,3.1000000000000014,0.0,-16.0,-83.0,-2.0,-3.0,-1.0,-6.94,2.0,0.0,0.0
77,Trey Waters,7.0,3.3000000000000007,0.0,-20.0,-24.0,-1.0,-9.0,1.0,-2.05,-9.0,-22.0,1.0
77,Billy Ray Goff,-7.0,-3.3000000000000007,0.0,20.0,24.0,1.0,9.0,-1.0,2.05,9.0,22.0,0.0
78,Charles Johnson,2.0,5.4999999999999964,1.0,14.0,37.0,0.0,-6.0,0.0,-0.71,-2.0,1.0,1.0
78,Jake Hadley,-2.0,-5.4999999999999964,-1.0,-14.0,-37.0,0.0,6.0,0.0,0.71,2.0,-1.0,0.0
79,Jose Aldo,-1.0,7.700000000000003,0.0,18.0,18.0,0.0,-2.0,0.0,-1.33,14.0,4.0,1.0
79,Jonathan Martinez,1.0,-7.700000000000003,0.0,-18.0,-18.0,0.0,2.0,0.0,1.33,-14.0,-4.0,0.0
80,Myktybek Orolbai,0.0,-0.40000000000000213,0.0,17.0,28.0,4.0,12.0,0.0,5.2,4.0,-8.0,1.0
80,Elves Brener,-0.0,0.40000000000000213,0.0,-17.0,-28.0,-4.0,-12.0,0.0,-5.2,-4.0,8.0,0.0
81,Drakkar Klose,1.0,1.0,0.0,11.0,-18.0,0.0,3.0,0.0,4.06,2.0,-5.0,1.0
81,Joaquim Silva,-1.0,-1.0,0.0,-11.0,18.0,0.0,-3.0,0.0,-4.06,-2.0,5.0,0.0
82,Ismael Bonfim,-2.0,-13.099999999999998,0.0,30.0,38.0,-1.0,0.0,0.0,-0.1,-2.0,-2.0,1.0
82,Vinc Pichel,2.0,13.099999999999998,0.0,-30.0,-38.0,1.0,0.0,0.0,0.1,2.0,2.0,0.0
83,David Onama,-1.0,-2.1000000000000014,0.0,-10.0,-38.0,-4.0,-8.0,0.0,-2.6799999999999997,-6.0,-3.0,1.0
83,Jonathan Pearce,1.0,2.1000000000000014,0.0,10.0,38.0,4.0,8.0,0.0,2.6799999999999997,6.0,3.0,0.0
84,Victor Henry,1.0,-2.6000000000000014,1.0,30.0,85.0,0.0,-7.0,0.0,0.83,10.0,-14.0,1.0
84,Rani Yahya,-1.0,2.6000000000000014,-1.0,-30.0,-85.0,0.0,7.0,0.0,-0.83,-10.0,14.0,0.0
85,Austin Hubbard,0.0,4.599999999999998,0.0,0.0,12.0,1.0,4.0,0.0,-0.04999999999999999,4.0,-5.0,1.0
85,Michal Figlak,-0.0,-4.599999999999998,0.0,0.0,-12.0,-1.0,-4.0,0.0,0.04999999999999999,-4.0,5.0,0.0
86,Don'Tale Mayes,2.0,2.4999999999999964,1.0,2.0,30.0,0.0,0.0,0.0,0.6,-2.0,-7.0,1.0
86,Caio Machado,-2.0,-2.4999999999999964,-1.0,-2.0,-30.0,0.0,0.0,0.0,-0.6,2.0,7.0,0.0
87,Maheshate,4.0,-11.5,0.0,-10.0,9.0,0.0,0.0,0.0,0.05,11.0,-19.0,1.0
87,Gabriel Benitez,-4.0,11.5,0.0,10.0,-9.0,0.0,0.0,0.0,-0.05,-11.0,19.0,0.0
88,Arman Tsarukyan,-3.0,-7.0,0.0,17.0,52.0,1.0,2.0,-2.0,4.79,3.0,-2.0,1.0
88,Charles Oliveira,3.0,7.0,0.0,-17.0,-52.0,-1.0,-2.0,2.0,-4.79,-3.0,2.0,0.0
89,Aljamain Sterling,-4.0,-1.2999999999999972,0.0,21.0,38.0,6.0,10.0,0.0,6.02,9.0,11.0,1.0
89,Calvin Kattar,4.0,1.2999999999999972,0.0,-21.0,-38.0,-6.0,-10.0,0.0,-6.02,-9.0,-11.0,0.0
90,King Green,2.0,-3.0,0.0,67.0,99.0,0.0,0.0,0.0,0.0,20.0,-6.0,1.0
90,Jim Miller,-2.0,3.0,0.0,-67.0,-99.0,0.0,0.0,0.0,0.0,-20.0,6.0,0.0
91,Damon Jackson,2.0,4.200000000000003,0.0,6.0,34.0,2.0,5.0,0.0,3.9000000000000004,0.0,5.0,1.0
91,Alexander Hernandez,-2.0,-4.200000000000003,0.0,-6.0,-34.0,-2.0,-5.0,0.0,-3.9000000000000004,0.0,-5.0,0.0
92,Chepe Mariscal,-1.0,3.0,0.0,5.0,11.0,0.0,4.0,-1.0,1.17,-7.0,15.0,1.0
92,Morgan Charriere,1.0,-3.0,0.0,-5.0,-11.0,0.0,-4.0,1.0,-1.17,7.0,-15.0,0.0
93,Charlie Campbell,3.0,-0.3999999999999986,0.0,8.0,18.0,0.0,3.0,0.0,-0.3500000000000001,12.0,6.0,1.0
93,Trevor Peek,-3.0,0.3999999999999986,0.0,-8.0,-18.0,0.0,-3.0,0.0,0.3500000000000001,-12.0,-6.0,0.0
94,Alex Morono,0.0,-5.699999999999996,0.0,-21.0,-29.0,0.0,-2.0,1.0,-3.2,-16.0,-9.0,1.0
94,Court McGee,-0.0,5.699999999999996,0.0,21.0,29.0,0.0,2.0,-1.0,3.2,16.0,9.0,0.0
95,Lukasz Brzeski,-2.0,5.599999999999998,0.0,20.0,69.0,-3.0,-3.0,0.0,-4.0600000000000005,9.0,6.0,1.0
95,Valter Walker,2.0,-5.599999999999998,0.0,-20.0,-69.0,3.0,3.0,0.0,4.0600000000000005,-9.0,-6.0,0.0
96,Victor Hugo,1.0,-0.3000000000000007,0.0,11.0,19.0,-1.0,-9.0,0.0,-4.85,5.0,4.0,1.0
96,Pedro Falcao,-1.0,0.3000000000000007,0.0,-11.0,-19.0,1.0,9.0,0.0,4.85,-5.0,-4.0,0.0
97,Chris Weidman,2.0,5.099999999999994,0.0,42.0,39.0,1.0,4.0,0.0,3.15,12.0,17.0,1.0
97,Bruno Silva,-2.0,-5.099999999999994,0.0,-42.0,-39.0,-1.0,-4.0,0.0,-3.15,-12.0,-17.0,0.0
98,Chidi Njokuani,1.0,6.600000000000001,0.0,13.0,23.0,0.0,-3.0,0.0,-4.369999999999999,5.0,19.0,1.0
98,Rhys McKee,-1.0,-6.600000000000001,0.0,-13.0,-23.0,0.0,3.0,0.0,4.369999999999999,-5.0,-19.0,0.0
99,Dennis Buzukja,1.0,-5.300000000000001,0.0,15.0,48.0,-1.0,-3.0,0.0,-0.67,3.0,11.0,1.0
99,Connor Matthews,-1.0,5.300000000000001,0.0,-15.0,-48.0,1.0,3.0,0.0,0.67,-3.0,-11.0,0.0
100,Ibo Aslan,-1.0,0.09999999999999787,0.0,17.0,25.0,0.0,-8.0,0.0,-0.28,-6.0,3.0,1.0
100,Anton Turkalj,1.0,-0.09999999999999787,0.0,-17.0,-25.0,0.0,8.0,0.0,0.28,6.0,-3.0,0.0
101,Caolan Loughran,-2.0,-4.300000000000004,0.0,23.0,25.0,1.0,1.0,0.0,3.17,-19.0,-7.0,1.0
101,Angel Pacheco,2.0,4.300000000000004,0.0,-23.0,-25.0,-1.0,-1.0,0.0,-3.17,19.0,7.0,0.0
102,Karl Williams,3.0,3.900000000000002,0.0,17.0,100.0,5.0,6.0,1.0,6.720000000000001,0.0,4.0,1.0
