fight_id,fighter_name,height_disp,age_disp,knockdowns_disp,sig_strikes_landed_disp,total_strikes_attempted_disp,takedowns_landed_disp,takedowns_attempted_disp,sub_attemps_disp,control_time_disp,body_strikes_landed_disp,leg_strikes_landed_disp,outcome
361,Scott Holtzman,2.0,-1.7999999999999972,0.0,0.0,-16.0,-2.0,-9.0,0.0,-2.9,-7.0,-6.0,0.0
362,Michael Johnson,0.0,6.800000000000001,0.0,8.0,24.0,0.0,-2.0,0.0,0.4,4.0,-4.0,1.0
362,Marc Diakiese,-0.0,-6.800000000000001,0.0,-8.0,-24.0,0.0,2.0,0.0,-0.4,-4.0,4.0,0.0
363,Jonathan Pearce,2.0,-8.0,0.0,48.0,62.0,-1.0,0.0,0.0,2.41,11.0,7.0,1.0
363,Darren Elkins,-2.0,8.0,0.0,-48.0,-62.0,1.0,0.0,0.0,-2.41,-11.0,-7.0,0.0
364,Natan Levy,0.0,0.3000000000000007,0.0,7.0,-28.0,1.0,3.0,0.0,2.32,9.0,4.0,1.0
364,Genaro Valdez,-0.0,-0.3000000000000007,0.0,-7.0,28.0,-1.0,-3.0,0.0,-2.32,-9.0,-4.0,0.0
365,Waldo Cortes-Acosta,0.0,-1.8999999999999986,0.0,61.0,90.0,-1.0,-2.0,0.0,-1.2999999999999998,1.0,-11.0,1.0
365,Chase Sherman,-0.0,1.8999999999999986,0.0,-61.0,-90.0,1.0,2.0,0.0,1.2999999999999998,-1.0,11.0,0.0
366,Muslim Salikhov,-1.0,9.799999999999997,0.0,32.0,38.0,1.0,3.0,0.0,2.79,7.0,1.0,1.0
366,Andre Fialho,1.0,-9.799999999999997,0.0,-32.0,-38.0,-1.0,-3.0,0.0,-2.79,-7.0,-1.0,0.0
367,Charles Johnson,5.0,-2.3000000000000043,0.0,-24.0,-37.0,-1.0,-2.0,0.0,-0.3799999999999999,-1.0,-26.0,1.0
367,Zhalgas Zhumagulov,-5.0,2.3000000000000043,0.0,24.0,37.0,1.0,2.0,0.0,0.3799999999999999,1.0,26.0,0.0
368,Miles Johns,-2.0,-3.3999999999999986,0.0,4.0,-19.0,1.0,4.0,0.0,0.58,-3.0,4.0,1.0
368,Vince Morales,2.0,3.3999999999999986,0.0,-4.0,19.0,-1.0,-4.0,0.0,-0.58,3.0,-4.0,0.0
369,Ricky Turcios,3.0,-0.10000000000000142,0.0,13.0,61.0,-3.0,-4.0,0.0,0.09999999999999987,-4.0,-1.0,1.0
369,Kevin Natividad,-3.0,0.10000000000000142,0.0,-13.0,-61.0,3.0,4.0,0.0,-0.09999999999999987,4.0,1.0,0.0
370,Brady Hiestand,1.0,-7.0,0.0,-1.0,-34.0,1.0,4.0,-1.0,3.48,3.0,-1.0,1.0
370,Fernie Garcia,-1.0,7.0,0.0,1.0,34.0,-1.0,-4.0,1.0,-3.48,-3.0,1.0,0.0
371,Dustin Poirier,1.0,-2.8000000000000043,0.0,-11.0,-43.0,-3.0,-5.0,0.0,-5.65,-6.0,0.0,1.0
371,Michael Chandler,-1.0,2.8000000000000043,0.0,11.0,43.0,3.0,5.0,0.0,5.65,6.0,0.0,0.0
372,Andre Petroski,0.0,5.099999999999998,0.0,-3.0,-10.0,3.0,4.0,0.0,1.9,-3.0,-6.0,1.0
372,Wellington Turman,-0.0,-5.099999999999998,0.0,3.0,10.0,-3.0,-4.0,0.0,-1.9,3.0,6.0,0.0
373,Montel Jackson,3.0,-2.3999999999999986,0.0,5.0,-16.0,-1.0,1.0,0.0,3.25,-2.0,0.0,1.0
373,Julio Arce,-3.0,2.3999999999999986,0.0,-5.0,16.0,1.0,-1.0,0.0,-3.25,2.0,0.0,0.0
374,Neil Magny,2.0,-0.5,0.0,-6.0,26.0,2.0,2.0,0.0,1.4500000000000002,2.0,-10.0,1.0
374,Daniel Rodriguez,-2.0,0.5,0.0,6.0,-26.0,-2.0,-2.0,0.0,-1.4500000000000002,-2.0,10.0,0.0
375,Grant Dawson,2.0,-9.400000000000002,0.0,-2.0,-5.0,2.0,6.0,0.0,8.34,0.0,1.0,1.0
375,Mark Madsen,-2.0,9.400000000000002,0.0,2.0,5.0,-2.0,-6.0,0.0,-8.34,0.0,-1.0,0.0
376,Johnny Munoz,-1.0,-3.099999999999998,0.0,27.0,79.0,0.0,-1.0,0.0,-0.17999999999999994,9.0,2.0,1.0
376,Liudvik Sholinian,1.0,3.099999999999998,0.0,-27.0,-79.0,0.0,1.0,0.0,0.17999999999999994,-9.0,-2.0,0.0
377,Max Griffin,-3.0,-1.8000000000000043,1.0,1.0,-62.0,1.0,4.0,0.0,1.05,-2.0,-3.0,1.0
377,Tim Means,3.0,1.8000000000000043,-1.0,-1.0,62.0,-1.0,-4.0,0.0,-1.05,2.0,3.0,0.0
378,Waldo Cortes-Acosta,0.0,0.6000000000000014,0.0,13.0,0.0,0.0,-1.0,0.0,-0.16999999999999998,17.0,-20.0,1.0
378,Jared Vanderaa,-0.0,-0.6000000000000014,0.0,-13.0,0.0,0.0,1.0,0.0,0.16999999999999998,-17.0,20.0,0.0
379,Khalil Rountree Jr.,-2.0,-1.8999999999999986,0.0,-18.0,-24.0,0.0,-1.0,0.0,-0.08,-7.0,0.0,1.0
379,Dustin Jacoby,2.0,1.8999999999999986,0.0,18.0,24.0,0.0,1.0,0.0,0.08,7.0,0.0,0.0
380,Cody Durden,3.0,4.100000000000001,0.0,7.0,31.0,2.0,5.0,-1.0,8.870000000000001,1.0,-1.0,1.0
380,Carlos Mota,-3.0,-4.100000000000001,0.0,-7.0,-31.0,-2.0,-5.0,1.0,-8.870000000000001,-1.0,1.0,0.0
381,Sean O'Malley,4.0,-1.6999999999999993,0.0,1.0,-9.0,-4.0,-5.0,0.0,-3.84,-6.0,-6.0,1.0
381,Petr Yan,-4.0,1.6999999999999993,0.0,-1.0,9.0,4.0,5.0,0.0,3.84,6.0,6.0,0.0
382,Beneil Dariush,0.0,1.6000000000000014,0.0,16.0,34.0,-3.0,-13.0,0.0,-1.4100000000000001,7.0,5.0,1.0
382,Mateusz Gamrot,-0.0,-1.6000000000000014,0.0,-16.0,-34.0,3.0,13.0,0.0,1.4100000000000001,-7.0,-5.0,0.0
383,Caio Borralho,-4.0,-2.900000000000002,0.0,6.0,-40.0,0.0,0.0,1.0,-1.91,-1.0,3.0,1.0
383,Makhmud Muradov,4.0,2.900000000000002,0.0,-6.0,40.0,0.0,0.0,-1.0,1.91,1.0,-3.0,0.0
384,Nikita Krylov,1.0,-2.5,0.0,-1.0,15.0,4.0,14.0,1.0,4.71,5.0,-1.0,1.0
384,Volkan Oezdemir,-1.0,2.5,0.0,1.0,-15.0,-4.0,-14.0,-1.0,-4.71,-5.0,1.0,0.0
385,Abubakar Nurmagomedov,-2.0,3.1999999999999993,0.0,-10.0,-20.0,0.0,-1.0,0.0,6.2,-9.0,-1.0,1.0
385,Gadzhi Omargadzhiev,2.0,-3.1999999999999993,0.0,10.0,20.0,0.0,1.0,0.0,-6.2,9.0,1.0,0.0
386,Armen Petrosyan,2.0,1.1999999999999993,0.0,40.0,45.0,-3.0,-3.0,0.0,-0.72,17.0,22.0,1.0
386,AJ Dobson,-2.0,-1.1999999999999993,0.0,-40.0,-45.0,3.0,3.0,0.0,0.72,-17.0,-22.0,0.0
387,Muhammad Mokaev,0.0,-10.2,0.0,12.0,45.0,4.0,5.0,-1.0,6.03,6.0,0.0,1.0
387,Malcolm Gordon,-0.0,10.2,0.0,-12.0,-45.0,-4.0,-5.0,1.0,-6.03,-6.0,0.0,0.0
388,Raphael Assuncao,-2.0,4.800000000000004,0.0,3.0,-2.0,1.0,3.0,0.0,2.77,-10.0,3.0,1.0
388,Victor Henry,2.0,-4.800000000000004,0.0,-3.0,2.0,-1.0,-3.0,0.0,-2.77,10.0,-3.0,0.0
389,Mana Martinez,0.0,-5.799999999999997,2.0,15.0,5.0,0.0,-2.0,0.0,-0.44,13.0,-3.0,1.0
389,Brandon Davis,-0.0,5.799999999999997,-2.0,-15.0,-5.0,0.0,2.0,0.0,0.44,-13.0,3.0,0.0
390,Jacob Malkoun,-3.0,2.3000000000000007,0.0,46.0,79.0,6.0,9.0,0.0,3.8,-1.0,1.0,1.0
390,Nick Maximov,3.0,-2.3000000000000007,0.0,-46.0,-79.0,-6.0,-9.0,0.0,-3.8,1.0,-1.0,0.0
391,Randy Brown,6.0,-11.899999999999999,1.0,20.0,63.0,-1.0,-3.0,1.0,-1.27,-1.0,7.0,1.0
391,Francisco Trinaldo,-6.0,11.899999999999999,-1.0,-20.0,-63.0,1.0,3.0,-1.0,1.27,1.0,-7.0,0.0
392,Raoni Barcelos,0.0,3.1999999999999957,1.0,32.0,70.0,1.0,3.0,0.0,5.24,9.0,-1.0,1.0
392,Trevin Jones,-0.0,-3.1999999999999957,-1.0,-32.0,-70.0,-1.0,-3.0,0.0,-5.24,-9.0,1.0,0.0
393,Mike Davis,1.0,-0.6999999999999993,0.0,10.0,38.0,7.0,9.0,1.0,4.92,-4.0,-17.0,1.0
393,Viacheslav Borshchev,-1.0,0.6999999999999993,0.0,-10.0,-38.0,-7.0,-9.0,-1.0,-4.92,4.0,17.0,0.0
394,Ilir Latifi,-4.0,-5.099999999999994,0.0,7.0,-3.0,2.0,3.0,0.0,6.02,0.0,-10.0,1.0
394,Aleksei Oleinik,4.0,5.099999999999994,0.0,-7.0,3.0,-2.0,-3.0,0.0,-6.02,0.0,10.0,0.0
395,Andre Fili,-1.0,-1.0999999999999943,0.0,-20.0,-30.0,0.0,-1.0,0.0,0.36,-10.0,-21.0,1.0
395,Bill Algeo,1.0,1.0999999999999943,0.0,20.0,30.0,0.0,1.0,0.0,-0.36,10.0,21.0,0.0
396,Rodrigo Nascimento,0.0,-1.3000000000000007,0.0,-23.0,-17.0,2.0,4.0,1.0,3.5500000000000003,-5.0,-9.0,1.0
396,Tanner Boser,-0.0,1.3000000000000007,0.0,23.0,17.0,-2.0,-4.0,-1.0,-3.5500000000000003,5.0,9.0,0.0
397,Anthony Hernandez,-1.0,-3.700000000000003,0.0,14.0,23.0,5.0,10.0,1.0,6.75,-1.0,0.0,1.0
397,Marc-Andre Barriault,1.0,3.700000000000003,0.0,-14.0,-23.0,-5.0,-10.0,-1.0,-6.75,1.0,0.0,0.0
398,Trevin Giles,3.0,3.0,0.0,16.0,16.0,0.0,3.0,0.0,1.0,-1.0,11.0,1.0
398,Louis Cosce,-3.0,-3.0,0.0,-16.0,-16.0,0.0,-3.0,0.0,-1.0,1.0,-11.0,0.0
399,Trey Ogden,-2.0,9.599999999999998,0.0,11.0,5.0,1.0,5.0,0.0,0.63,-11.0,24.0,1.0
399,Daniel Zellhuber,2.0,-9.599999999999998,0.0,-11.0,-5.0,-1.0,-5.0,0.0,-0.63,11.0,-24.0,0.0
400,Javid Basharat,4.0,-4.0,0.0,18.0,25.0,0.0,-6.0,0.0,1.3800000000000001,10.0,-3.0,1.0
400,Tony Gravely,-4.0,4.0,0.0,-18.0,-25.0,0.0,6.0,0.0,-1.3800000000000001,-10.0,3.0,0.0
401,Daniel Rodriguez,1.0,1.2000000000000028,0.0,3.0,-6.0,-1.0,-1.0,0.0,-0.03,-2.0,-9.0,1.0
401,Li Jingliang,-1.0,-1.2000000000000028,0.0,-3.0,6.0,1.0,1.0,0.0,0.03,2.0,9.0,0.0
402,Irene Aldana,-2.0,3.3999999999999986,0.0,4.0,-48.0,-2.0,-6.0,2.0,-2.13,-3.0,4.0,1.0
402,Macy Chiasson,2.0,-3.3999999999999986,0.0,-4.0,48.0,2.0,6.0,-2.0,2.13,3.0,-4.0,0.0
403,Julian Erosa,5.0,1.9000000000000021,0.0,18.0,71.0,1.0,3.0,0.0,3.1100000000000003,9.0,-6.0,1.0
403,Hakeem Dawodu,-5.0,-1.9000000000000021,0.0,-18.0,-71.0,-1.0,-3.0,0.0,-3.1100000000000003,-9.0,6.0,0.0
404,Alatengheili,-1.0,-5.099999999999998,0.0,6.0,-8.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0
404,Chad Anheliger,1.0,5.099999999999998,0.0,-6.0,8.0,0.0,0.0,0.0,0.0,-1.0,-6.0,0.0
405,Yohan Lainesse,2.0,1.3000000000000007,0.0,-14.0,-36.0,-1.0,-3.0,0.0,-1.02,-3.0,-8.0,1.0
405,Darian Weeks,-2.0,-1.3000000000000007,0.0,14.0,36.0,1.0,3.0,0.0,1.02,3.0,8.0,0.0
406,Robert Whittaker,0.0,2.6999999999999993,0.0,23.0,20.0,0.0,0.0,0.0,-0.27,-2.0,3.0,1.0
406,Marvin Vettori,-0.0,-2.6999999999999993,0.0,-23.0,-20.0,0.0,0.0,0.0,0.27,2.0,-3.0,0.0
407,Nassourdine Imavov,5.0,-0.8999999999999986,0.0,9.0,0.0,1.0,0.0,2.0,2.52,1.0,-8.0,1.0
407,Joaquin Buckley,-5.0,0.8999999999999986,0.0,-9.0,0.0,-1.0,0.0,-2.0,-2.52,-1.0,8.0,0.0
408,Roman Kopylov,0.0,-1.4000000000000021,0.0,7.0,-25.0,0.0,-4.0,0.0,-1.03,4.0,4.0,1.0
408,Alessio Di Chirico,-0.0,1.4000000000000021,0.0,-7.0,25.0,0.0,4.0,0.0,1.03,-4.0,-4.0,0.0
409,William Gomis,1.0,-2.6000000000000014,0.0,5.0,35.0,2.0,2.0,0.0,4.39,-1.0,3.0,1.0
409,Jarno Errens,-1.0,2.6000000000000014,0.0,-5.0,-35.0,-2.0,-2.0,0.0,-4.39,1.0,-3.0,0.0
410,Nathaniel Wood,-3.0,2.5,0.0,3.0,13.0,1.0,2.0,0.0,3.31,-9.0,14.0,1.0
410,Charles Jourdain,3.0,-2.5,0.0,-3.0,-13.0,-1.0,-2.0,0.0,-3.31,9.0,-14.0,0.0
411,Nasrat Haqparast,2.0,-10.299999999999997,1.0,-5.0,11.0,0.0,0.0,0.0,0.1,1.0,-21.0,1.0
411,John Makdessi,-2.0,10.299999999999997,-1.0,5.0,-11.0,0.0,0.0,0.0,-0.1,-1.0,21.0,0.0
412,Fares Ziam,3.0,-0.6000000000000014,0.0,23.0,35.0,2.0,1.0,0.0,3.8399999999999994,3.0,2.0,1.0
412,Michal Figlak,-3.0,0.6000000000000014,0.0,-23.0,-35.0,-2.0,-1.0,0.0,-3.8399999999999994,-3.0,-2.0,0.0
413,Paulo Costa,-2.0,-6.4999999999999964,0.0,15.0,49.0,1.0,-1.0,0.0,2.83,7.0,-2.0,1.0
413,Luke Rockhold,2.0,6.4999999999999964,0.0,-15.0,-49.0,-1.0,1.0,0.0,-2.83,-7.0,2.0,0.0
414,Merab Dvalishvili,-1.0,-4.299999999999997,0.0,1.0,68.0,0.0,9.0,0.0,3.4699999999999998,-10.0,10.0,1.0
414,Jose Aldo,1.0,4.299999999999997,0.0,-1.0,-68.0,0.0,-9.0,0.0,-3.4699999999999998,10.0,-10.0,0.0
415,Marcin Tybura,1.0,5.099999999999998,0.0,-8.0,-40.0,-2.0,-6.0,0.0,-3.23,2.0,-3.0,1.0
415,Alexandr Romanov,-1.0,-5.099999999999998,0.0,8.0,40.0,2.0,6.0,0.0,3.23,-2.0,3.0,0.0
416,Jared Gordon,-3.0,-8.5,0.0,43.0,95.0,0.0,-2.0,0.0,2.2399999999999998,21.0,1.0,1.0
416,Leonardo Santos,3.0,8.5,0.0,-43.0,-95.0,0.0,2.0,0.0,-2.2399999999999998,-21.0,-1.0,0.0
417,Ange Loosa,0.0,3.8999999999999986,0.0,8.0,35.0,2.0,1.0,0.0,0.86,13.0,9.0,1.0
417,AJ Fletcher,-0.0,-3.8999999999999986,0.0,-8.0,-35.0,-2.0,-1.0,0.0,-0.86,-13.0,-9.0,0.0
418,Aoriqileng,0.0,0.0,0.0,7.0,-11.0,-2.0,-2.0,0.0,-3.0999999999999996,-4.0,2.0,1.0
418,Jay Perrin,-0.0,-0.0,0.0,-7.0,11.0,2.0,2.0,0.0,3.0999999999999996,4.0,-2.0,0.0
419,Nate Landwehr,-2.0,6.0000000000000036,-1.0,10.0,55.0,2.0,-1.0,2.0,2.5999999999999996,1.0,7.0,1.0
419,David Onama,2.0,-6.0000000000000036,1.0,-10.0,-55.0,-2.0,1.0,-2.0,-2.5999999999999996,-1.0,-7.0,0.0
420,Azamat Murzakanov,-2.0,1.0,0.0,37.0,14.0,0.0,1.0,0.0,2.84,24.0,1.0,1.0
420,Devin Clark,2.0,-1.0,0.0,-37.0,-14.0,0.0,-1.0,0.0,-2.84,-24.0,-1.0,0.0
421,Gerald Meerschaert,1.0,1.6000000000000014,0.0,9.0,24.0,1.0,3.0,0.0,1.97,3.0,3.0,1.0
421,Bruno Silva,-1.0,-1.6000000000000014,0.0,-9.0,-24.0,-1.0,-3.0,0.0,-1.97,-3.0,-3.0,0.0
422,Angela Hill,1.0,8.700000000000003,0.0,-9.0,-13.0,0.0,3.0,0.0,0.4,6.0,1.0,1.0
422,Loopy Godinez,-1.0,-8.700000000000003,0.0,9.0,13.0,0.0,-3.0,0.0,-0.4,-6.0,-1.0,0.0
423,Martin Buday,0.0,0.6000000000000014,0.0,-40.0,-82.0,0.0,0.0,0.0,0.1,-30.0,-7.0,1.0
423,Lukasz Brzeski,-0.0,-0.6000000000000014,0.0,40.0,82.0,0.0,0.0,0.0,-0.1,30.0,7.0,0.0
424,Geoff Neal,0.0,1.1999999999999993,1.0,11.0,1.0,1.0,2.0,0.0,0.79,-18.0,-7.0,1.0
424,Vicente Luque,-0.0,-1.1999999999999993,-1.0,-11.0,-1.0,-1.0,-2.0,0.0,-0.79,18.0,7.0,0.0
425,Alex Morono,-2.0,2.3000000000000007,0.0,29.0,-19.0,-1.0,2.0,0.0,-0.99,1.0,-14.0,1.0
425,Matthew Semelsberger,2.0,-2.3000000000000007,0.0,-29.0,19.0,1.0,-2.0,0.0,0.99,-1.0,14.0,0.0
426,Drew Dober,0.0,2.099999999999998,0.0,17.0,59.0,-1.0,-2.0,0.0,-2.2800000000000002,7.0,0.0,1.0
426,Rafael Alves,-0.0,-2.099999999999998,0.0,-17.0,-59.0,1.0,2.0,0.0,2.2800000000000002,-7.0,0.0,0.0
427,Drakkar Klose,2.0,6.399999999999999,0.0,15.0,29.0,0.0,4.0,0.0,-0.19000000000000017,10.0,3.0,1.0
427,Rafa Garcia,-2.0,-6.399999999999999,0.0,-15.0,-29.0,0.0,-4.0,0.0,0.19000000000000017,-10.0,-3.0,0.0
428,Michael Morales,-1.0,-10.399999999999999,0.0,1.0,18.0,-1.0,-5.0,0.0,-1.58,-13.0,-10.0,1.0
428,Adam Fugitt,1.0,10.399999999999999,0.0,-1.0,-18.0,1.0,5.0,0.0,1.58,13.0,10.0,0.0
429,Orion Cosce,0.0,-6.100000000000001,0.0,-33.0,-48.0,1.0,5.0,0.0,4.19,-14.0,-6.0,1.0
429,Blood Diamond,-0.0,6.100000000000001,0.0,33.0,48.0,-1.0,-5.0,0.0,-4.19,14.0,6.0,0.0
430,Jack Hermansson,3.0,-0.8999999999999986,0.0,43.0,105.0,0.0,3.0,0.0,0.0,-2.0,20.0,1.0
430,Chris Curtis,-3.0,0.8999999999999986,0.0,-43.0,-105.0,0.0,-3.0,0.0,0.0,2.0,-20.0,0.0
431,Volkan Oezdemir,-1.0,-1.9000000000000057,0.0,22.0,39.0,1.0,-10.0,0.0,4.05,-2.0,8.0,1.0
431,Paul Craig,1.0,1.9000000000000057,0.0,-22.0,-39.0,-1.0,10.0,0.0,-4.05,2.0,-8.0,0.0
432,Ludovit Klein,-3.0,0.1999999999999993,1.0,5.0,-31.0,0.0,-2.0,0.0,1.0600000000000005,-12.0,-2.0,1.0
432,Mason Jones,3.0,-0.1999999999999993,-1.0,-5.0,31.0,0.0,2.0,0.0,-1.0600000000000005,12.0,2.0,0.0
433,Marc Diakiese,1.0,-6.600000000000001,0.0,7.0,44.0,6.0,7.0,0.0,9.030000000000001,0.0,1.0,1.0
433,Damir Hadzovic,-1.0,6.600000000000001,0.0,-7.0,-44.0,-6.0,-7.0,0.0,-9.030000000000001,0.0,-1.0,0.0
434,Nathaniel Wood,-3.0,-6.699999999999999,0.0,33.0,12.0,0.0,-4.0,-1.0,-0.3999999999999999,-8.0,11.0,1.0
434,Charles Rosa,3.0,6.699999999999999,0.0,-33.0,-12.0,0.0,4.0,1.0,0.3999999999999999,8.0,-11.0,0.0
435,Muhammad Mokaev,-2.0,-9.5,0.0,5.0,-14.0,7.0,16.0,0.0,7.720000000000001,1.0,2.0,1.0
435,Charles Johnson,2.0,9.5,0.0,-5.0,14.0,-7.0,-16.0,0.0,-7.720000000000001,-1.0,-2.0,0.0
436,Jai Herbert,2.0,2.900000000000002,0.0,-5.0,13.0,0.0,-2.0,0.0,0.19999999999999996,7.0,-11.0,1.0
436,Kyle Nelson,-2.0,-2.900000000000002,0.0,5.0,-13.0,0.0,2.0,0.0,-0.19999999999999996,-7.0,11.0,0.0
437,Nicolas Dalby,0.0,-2.1999999999999957,0.0,25.0,26.0,-3.0,-10.0,0.0,-4.04,5.0,2.0,1.0
437,Claudio Silva,-0.0,2.1999999999999957,0.0,-25.0,-26.0,3.0,10.0,0.0,4.04,-5.0,-2.0,0.0
438,Shane Burgos,2.0,4.699999999999999,0.0,-13.0,-2.0,2.0,3.0,3.0,4.75,-8.0,2.0,1.0
438,Charles Jourdain,-2.0,-4.699999999999999,0.0,13.0,2.0,-2.0,-3.0,-3.0,-4.75,8.0,-2.0,0.0
439,Dustin Stoltzfus,-1.0,-7.099999999999998,0.0,0.0,30.0,1.0,3.0,0.0,2.2800000000000002,0.0,5.0,1.0
439,Dwight Grant,1.0,7.099999999999998,0.0,0.0,-30.0,-1.0,-3.0,0.0,-2.2800000000000002,0.0,-5.0,0.0
440,Caio Borralho,-5.0,-2.1999999999999993,0.0,-7.0,-23.0,3.0,3.0,0.0,6.75,1.0,-10.0,1.0
440,Armen Petrosyan,5.0,2.1999999999999993,0.0,7.0,23.0,-3.0,-3.0,0.0,-6.75,-1.0,10.0,0.0
441,Said Nurmagomedov,1.0,-6.699999999999999,0.0,9.0,31.0,0.0,3.0,0.0,-1.82,3.0,-6.0,1.0
441,Douglas Silva de Andrade,-1.0,6.699999999999999,0.0,-9.0,-31.0,0.0,-3.0,0.0,1.82,-3.0,6.0,0.0
442,Chase Sherman,0.0,2.400000000000002,0.0,13.0,-44.0,0.0,0.0,0.0,0.0,12.0,3.0,1.0
442,Jared Vanderaa,-0.0,-2.400000000000002,0.0,-13.0,44.0,0.0,0.0,0.0,0.0,-12.0,-3.0,0.0
443,Aiemann Zahabi,-1.0,5.5,0.0,16.0,-68.0,0.0,-2.0,0.0,0.0,3.0,7.0,1.0
443,Ricky Turcios,1.0,-5.5,0.0,-16.0,68.0,0.0,2.0,0.0,0.0,-3.0,-7.0,0.0
444,Jamie Mullarkey,2.0,-8.200000000000003,-1.0,29.0,45.0,0.0,-2.0,0.0,-0.2899999999999999,3.0,15.0,1.0
444,Michael Johnson,-2.0,8.200000000000003,1.0,-29.0,-45.0,0.0,2.0,0.0,0.2899999999999999,-3.0,-15.0,0.0
445,Kennedy Nzechukwu,4.0,-1.6999999999999993,0.0,-2.0,64.0,4.0,3.0,0.0,8.57,-1.0,0.0,1.0
445,Karl Roberson,-4.0,1.6999999999999993,0.0,2.0,-64.0,-4.0,-3.0,0.0,-8.57,1.0,0.0,0.0
446,Saidyokub Kakhramonov,0.0,-3.5,0.0,11.0,77.0,5.0,9.0,0.0,7.73,-2.0,-1.0,1.0
446,Ronnie Lawrence,-0.0,3.5,0.0,-11.0,-77.0,-5.0,-9.0,0.0,-7.73,2.0,1.0,0.0
447,Ian Machado Garry,5.0,-4.599999999999998,0.0,13.0,-3.0,0.0,-1.0,0.0,-0.78,-6.0,-13.0,1.0
447,Gabe Green,-5.0,4.599999999999998,0.0,-13.0,3.0,0.0,1.0,0.0,0.78,6.0,13.0,0.0
448,Dricus Du Plessis,0.0,-6.0,0.0,10.0,22.0,0.0,7.0,0.0,-0.72,-5.0,4.0,1.0
448,Brad Tavares,-0.0,6.0,0.0,-10.0,-22.0,0.0,-7.0,0.0,0.72,5.0,-4.0,0.0
449,Andre Muniz,1.0,-5.5,0.0,6.0,108.0,3.0,8.0,0.0,6.03,1.0,2.0,1.0
449,Uriah Hall,-1.0,5.5,0.0,-6.0,-108.0,-3.0,-8.0,0.0,-6.03,-1.0,-2.0,0.0
450,Umar Nurmagomedov,-2.0,-4.5,0.0,38.0,40.0,2.0,2.0,0.0,7.859999999999999,2.0,1.0,1.0
450,Nate Maness,2.0,4.5,0.0,-38.0,-40.0,-2.0,-2.0,0.0,-7.859999999999999,-2.0,-1.0,0.0
451,Chris Curtis,-2.0,2.1999999999999957,0.0,3.0,12.0,0.0,-10.0,0.0,-1.7899999999999998,14.0,-14.0,1.0
451,Rodolfo Vieira,2.0,-2.1999999999999957,0.0,-3.0,-12.0,0.0,10.0,0.0,1.7899999999999998,-14.0,14.0,0.0
452,Shayilan Nuerdanbieke,-1.0,-4.0,1.0,1.0,-5.0,1.0,3.0,-4.0,3.3299999999999996,-6.0,2.0,1.0
452,TJ Brown,1.0,4.0,-1.0,-1.0,5.0,-1.0,-3.0,4.0,-3.3299999999999996,6.0,-2.0,0.0
453,Sergey Morozov,-2.0,6.300000000000001,0.0,-9.0,-8.0,1.0,7.0,0.0,4.03,-3.0,1.0,1.0
453,Raulian Paiva,2.0,-6.300000000000001,0.0,9.0,8.0,-1.0,-7.0,0.0,-4.03,3.0,-1.0,0.0
454,Damir Ismagulov,-1.0,1.0,0.0,2.0,4.0,-1.0,-3.0,0.0,0.11999999999999997,-7.0,-10.0,1.0
454,Guram Kutateladze,1.0,-1.0,0.0,-2.0,-4.0,1.0,3.0,0.0,-0.11999999999999997,7.0,10.0,0.0
455,Josh Culibao,-2.0,-1.6000000000000014,2.0,9.0,-17.0,0.0,-1.0,0.0,-0.05999999999999997,1.0,-5.0,1.0
455,SeungWoo Choi,2.0,1.6000000000000014,-2.0,-9.0,17.0,0.0,1.0,0.0,0.05999999999999997,-1.0,5.0,0.0
456,Brendan Allen,5.0,-0.3000000000000007,0.0,5.0,4.0,-4.0,-9.0,0.0,-4.07,-1.0,6.0,1.0
456,Jacob Malkoun,-5.0,0.3000000000000007,0.0,-5.0,-4.0,4.0,9.0,0.0,4.07,1.0,-6.0,0.0
457,Kyung Ho Kang,2.0,1.8999999999999986,0.0,-16.0,-93.0,0.0,2.0,0.0,-0.02,-13.0,-1.0,1.0
457,Batgerel Danaa,-2.0,-1.8999999999999986,0.0,16.0,93.0,0.0,-2.0,0.0,0.02,13.0,1.0,0.0
458,Movsar Evloev,0.0,-2.5,0.0,16.0,45.0,4.0,8.0,0.0,2.42,-1.0,2.0,1.0
458,Dan Ige,-0.0,2.5,0.0,-16.0,-45.0,-4.0,-8.0,0.0,-2.42,1.0,-2.0,0.0
459,Lucas Almeida,0.0,0.9000000000000021,0.0,24.0,67.0,0.0,0.0,0.0,0.2999999999999998,2.0,22.0,1.0
459,Michael Trizano,-0.0,-0.9000000000000021,0.0,-24.0,-67.0,0.0,0.0,0.0,-0.2999999999999998,-2.0,-22.0,0.0
460,Joe Solecki,1.0,2.5,-1.0,-1.0,32.0,1.0,2.0,3.0,0.3199999999999994,-2.0,-1.0,1.0
460,Alex Da Silva,-1.0,-2.5,1.0,1.0,-32.0,-1.0,-2.0,-3.0,-0.3199999999999994,2.0,1.0,0.0
461,Damon Jackson,4.0,4.9999999999999964,0.0,4.0,-54.0,1.0,0.0,1.0,6.73,2.0,0.0,1.0
461,Dan Argueta,-4.0,-4.9999999999999964,0.0,-4.0,54.0,-1.0,0.0,-1.0,-6.73,-2.0,0.0,0.0
462,Jeff Molina,2.0,-8.899999999999999,0.0,6.0,56.0,-2.0,-10.0,0.0,-4.65,-4.0,-1.0,1.0
